Area_Symbol|Map_Symbol|Map_Unit_Name|Map_Unit_Acres|Non-irr_LCC_and_sub|Overall_Index|Mukey
GA015|170A1|Wolftever silt loam, 0 to 2 percent slopes|0|2w|0.0000|767515
GA015|170B|Capshaw silty clay loam, 2 to 6 percent slopes||2w|0.0000|2554277
GA015|170B1|Wolftever silt loam, 2 to 6 percent slopes|0|2e|0.0000|767153
GA015|170B1|Wolftever silt loam, 2 to 6 percent slopes|0|2e|0.0000|767516
GA015|170C2|Wolftever silt loam, 6 to 10 percent slopes|0|3e|0.0000|767154
GA015|170C2|Wolftever silt loam, 6 to 10 percent slopes|0|3e|0.0000|767517
GA015|171B|Tidings-Sipsey complex, 2 to 6 percent slopes||4e|0.0000|2554381
GA015|171B1|Tidings gravelly loam, 2 to 6 percent slopes|0|2e|0.0000|767155
GA015|171B1|Tidings gravelly loam, 2 to 6 percent slopes|0|2e|0.0000|767518
GA015|171C|Tidings-Sipsey complex, 6 to 10 percent slopes||4e|0.0000|2554382
GA015|171C1|Tidings gravelly loam, 6 to 10 percent slopes|0|3e|0.0000|767156
GA015|171C1|Tidings gravelly loam, 6 to 10 percent slopes|0|3e|0.0000|767519
GA015|171D|Tidings-Sipsey complex, 10 to 15 percent slopes||4e|0.0000|2554383
GA015|171D1|Tidings gravelly loam, 10 to 25 percent slopes|0|6e|0.0000|767157
GA015|171D1|Tidings gravelly loam, 10 to 25 percent slopes|0|6e|0.0000|767520
GA015|171D1b|Tidings gravelly loam, 10 to 25 percent slopes||3e|0.0000|2554444
GA015|171E|Tidings-Sipsey complex, 15 to 30 percent slopes||6e|0.0000|2554384
GA015|171F|Tidings-sipsey complex, 30 to 45 percent slopes||7e|0.0000|2554385
GA015|171F1|Tidings gravelly loam, 25 to 45 percent slopes|0|7e|0.0000|767158
GA015|171F1|Tidings gravelly loam, 25 to 45 percent slopes|0|7e|0.0000|767521
GA015|171F1b|Tidings gravelly loam, 25 to 45 percent slopes||7e|0.0000|2554445
GA015|176D|Nella-Urban land complex, 6 to 15 percent slopes|||4.11764705882353E-06|2554351
GA015|176E|Nella-Urban land complex, 15 to 30 percent slopes|||4.11764705882353E-06|2554352
GA015|189A|Pettyjon loam, 0 to 2 percent slopes, occasionally flooded||2w|0.0000|2554360
GA015|189A1|Sullivan silt loam, occasionally flooded|0|2w|0.0000|767159
GA015|189A1|Sullivan silt loam, occasionally flooded|0|2w|0.0000|767522
GA015|197D|Cunningham-Urban land complex, 0 to 15 percent slopes|||3.68421052631579E-06|2554289
GA015|200|Urban land-Udorthents complex, 2 to 10 percent slopes|||99.0000|2554394
GA015|207B|Allen loam, 2 to 6 percent slopes||2e|0.0000|2554252
GA015|207C|Allen loam, 6 to 10 percent slopes||3e|0.0000|2554253
GA015|207D|Allen loam, 10 to 15 percent slopes||4e|0.0000|2554254
GA015|207E|Allen loam, 15 to 30 percent slopes||6e|0.0000|2554255
GA015|209D|Waynesboro-Urban land complex, 0 to 15 percent slopes|||4.11764705882353E-06|2554401
GA015|209E|Waynesboro-Urban land complex, 15 to 30 percent slopes|||3.5E-06|2554402
GA015|215B|Anniston-Urban land complex, 2 to 6 percent slopes||2e|0.0000|1610796
GA015|215C|Anniston-Urban land complex, 2 to 10 percent slopes|||3.5E-06|1610797
GA015|215D|Anniston-Urban land complex, 0 to 15 percent slopes|||3.5E-06|2554264
GA015|215E|Anniston-Urban land complex, 15 to 30 percent slopes||6e|0.0000|1610799
GA015|231D|Townley-Urban land-Montevallo complex, 0 to 15 percent slopes||4e|3.5E-06|2554392
GA015|233A|Bloomingdale-Urban land complex, 0 to 2 percent slopes, occasionally flooded|||3.5E-06|2554274
GA015|236D|Aragon-Urban land complex, 0 to 15 percent slopes|||3.5E-06|2554271
GA015|252D|Decatur-Urban land complex, 0 to 15 percent slopes|||3.68421052631579E-06|2554294
GA015|252E|Decatur-Urban land complex, 15 to 30 percent slopes|||3.5E-06|2554295
GA015|254D|Decatur-Urban land complex, 6 to 10 percent slopes|||3.5E-06|1611693
GA015|258B|Etowah-Urban land complex, 2 to 6 percent slopes|||3.5E-06|2421748
GA015|258D|Etowah-Urban land complex, 0 to 15 percent slopes|||3.68421052631579E-06|2554308
GA015|266D|Fullerton-Urban land complex, 0 to 15 percent slopes|||3.88888888888889E-06|2554320
GA015|270D|Ditney-Unicoi-Rock outcrop complex, 10 to 15 percent slopes, very stony||8s|2.10526315789474E-06|2554298
GA015|270E|Ditney-Unicoi-Rock outcrop complex, 15 to 30 percent slopes, very stony||8s|2.10526315789474E-06|2554302
GA015|270F|Ditney-Unicoi-Rock outcrop complex, 30 to 45 percent slopes, very stony||8s|2.22222222222222E-06|2554303
GA015|270G|Ditney-Unicoi-Rock outcrop complex, 45 to 70 percent slopes, very stony||8s|2.22222222222222E-06|2554304
GA015|274D|Holston-Urban land complex, 0 to 15 percent slopes|||4.11764705882353E-06|2554328
GA015|276C|Maymead-Lonon complex, 6 to 10 percent slopes, stony||3e|0.0000|2554335
GA015|276D|Maymead-Lonon complex, 10 to 15 percent slopes, stony||4e|0.0000|2554336
GA015|276E|Maymead-Lonon complex, 15 to 30 percent slopes, stony||6e|0.0000|2554337
GA015|284E|Montevallo-Townley-Urban land complex, 15 to 30 percent slopes|||3E-06|2554346
GA015|287A|Steadman-Urban land complex, 0 to 2 percent slopes, occasionally flooded|||4.11764705882353E-06|2554376
GA015|314E|Evard-Cowee complex, 15 to 30 percent slopes, stony||6s|0.0000|2554309
GA015|314F|Evard-Saluda complex, 30 to 70 percent slopes, stony||7e|0.0000|2554310
GA015|322B|Hayesville-Cowee complex, 2 to 6 percent slopes, stony||2e|0.0000|2554322
GA015|322C|Hayesville-Cowee complex, 6 to 10 percent slopes, stony||3e|0.0000|2554323
GA015|322D|Hayesville-Cowee complex, 10 to 15 percent slopes, stony||4e|0.0000|2554324
GA015|370B|Capshaw-Urban land complex, 0 to 6 percent slopes|||3.68421052631579E-06|2554278
GA015|371C|Ditney-Maymead complex, 6 to 10 percent slopes, stony||3e|0.0000|2554297
GA015|371D|Ditney-Maymead complex, 10 to 15 percent slopes, stony||3e|0.0000|2554299
GA015|371E|Ditney-Maymead complex, 15 to 30 percent slopes, stony||4e|0.0000|2554300
GA015|371F|Ditney-Maymead complex, 30 to 45 percent slopes, stony||6e|0.0000|2554301
GA015|380A|French loam, 0 to 3 percent slopes, occasionally flooded||3w|0.0000|2554311
GA015|382D|Junaluska-Tsali complex, 10 to 15 percent slopes||6e|0.0000|2554329
GA015|382E|Junaluska-Tsali complex, 15 to 30 percent slopes||6e|0.0000|2554330
GA015|382F|Junaluska-Tsali complex, 30 to 45 percent slopes||6e|0.0000|2554331
GA015|384G|Cataska channery loam, 45 to 70 percent slopes, very rocky||7s|99.0000|2554280
GA015|389A|Arkaqua loam, 0 to 2 percent slopes, occasionally flooded||3w|0.0000|2554272
GA015|391A|Suches loam, 0 to 2 percent slopes, occasionally flooded||2w|0.0000|2554378
GA015|401A1|Chewacla fine sandy loam, frequently flooded|0|4w|0.0000|767177
GA015|401A1|Chewacla fine sandy loam, frequently flooded|0|4w|0.0000|767540
GA015|406A|Altavista sandy loam, 0 to 2 percent slopes||2w|0.0000|2554258
GA015|406A1|Altavista fine sandy loam, 0 to 2 percent slopes|0|2w|0.3810|767178
GA015|406A1|Altavista fine sandy loam, 0 to 2 percent slopes|0|2w|0.3810|767541
GA015|406B|Altavista sandy loam, 2 to 6 percent slopes||2e|0.0000|2554259
GA015|406B1|Altavista fine sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767179
GA015|406B1|Altavista fine sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767542
GA015|406B1b|Altavista fine sandy loam, 2 to 6 percent slopes||2w|0.0000|2554415
GA015|406B1r|Altavista fine sandy loam, 2 to 6 percent slopes||2w|0.0000|2554416
GA015|407B|Appling sandy loam, 2 to 6 percent slopes||2e|0.0000|2554265
GA015|407B1b|Appling sandy loam, 2 to 6 percent slopes||2e|0.0000|2554418
GA015|407B2|Appling sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767180
GA015|407B2|Appling sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767543
GA015|407C|Appling sandy loam, 6 to 10 percent slopes||3e|0.0000|2554266
GA015|407C2|Appling sandy loam, 6 to 10 percent slopes|0|3e|0.0000|767181
GA015|407C2|Appling sandy loam, 6 to 10 percent slopes|0|3e|0.0000|767544
GA015|407D2|Appling sandy loam, 10 to 15 percent slopes|0|4e|0.0000|767182
GA015|407D2|Appling sandy loam, 10 to 15 percent slopes|0|4e|0.0000|767545
GA015|410B2|Cecil sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767187
GA015|410B2|Cecil sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767550
GA015|410B2b|Cecil sandy loam, 2 to 6 percent slopes||2e|0.0000|2554432
GA015|410C2|Cecil sandy loam, 6 to 10 percent slopes|0|3e|0.0000|767188
GA015|410C2|Cecil sandy loam, 6 to 10 percent slopes|0|3e|0.0000|767551
GA015|410C2b|Cecil sandy loam, 6 to 10 percent slopes||3e|0.0000|2554433
GA015|410D2|Cecil sandy loam, 10 to 15 percent slopes|0|4e|0.0000|767189
GA015|410D2|Cecil sandy loam, 10 to 15 percent slopes|0|4e|0.0000|767552
GA015|410D2b|Cecil sandy loam, 10 to 15 percent slopes||4e|0.0000|2554434
GA015|410E1|Cecil sandy loam, 15 to 25 percent slopes|0|6e|0.0000|767190
GA015|410E1|Cecil sandy loam, 15 to 25 percent slopes|0|6e|0.0000|767553
GA015|410E1b|Cecil sandy loam, 15 to 25 percent slopes||6s|0.0000|2554454
GA015|416B|Braswell sandy loam, 2 to 6 percent slopes||2e|0.0000|2554275
GA015|416D|Fruithurst-Braswell complex, 6 to 15 percent slopes||4e|0.0000|2554312
GA015|416E|Fruithurst-Braswell complex, 15 to 25 percent slopes||6e|0.0000|2554314
GA015|418A1|Augusta fine sandy loam|0|3w|0.0000|767191
GA015|418A1|Augusta fine sandy loam|0|3w|0.0000|767554
GA015|420B2|Helena sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767192
GA015|420B2|Helena sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767555
GA015|420C2|Helena sandy loam, 6 to 10 percent slopes|0|3e|0.0000|767193
GA015|420C2|Helena sandy loam, 6 to 10 percent slopes|0|3e|0.0000|767556
GA015|422B2|Gwinnett sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767194
GA015|422B2|Gwinnett sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767557
GA015|422C2|Gwinnett sandy loam, 6 to 10 percent slopes|0|3e|0.0000|767195
GA015|422C2|Gwinnett sandy loam, 6 to 10 percent slopes|0|3e|0.0000|767558
GA015|422C2b|Gwinnett sandy loam, 6 to 10 percent slopes||3e|0.0000|2554448
GA015|422D1|Gwinnett sandy loam, 10 to 15 percent slopes|0|4e|0.0000|767196
GA015|422D1|Gwinnett sandy loam, 10 to 15 percent slopes|0|4e|0.0000|767559
GA015|422E1|Gwinnett sandy loam, 15 to 25 percent slopes|0|6e|0.0000|767197
GA015|422E1|Gwinnett sandy loam, 15 to 25 percent slopes|0|6e|0.0000|767560
GA015|423B3|Gwinnett sandy clay loam, 2 to 6 percent slopes, eroded|0|3e|0.0000|767198
GA015|423B3|Gwinnett sandy clay loam, 2 to 6 percent slopes, eroded|0|3e|0.0000|767561
GA015|423D3|Gwinnett sandy clay loam, 6 to 15 percent slopes, eroded|0|6e|0.0000|767199
GA015|423D3|Gwinnett sandy clay loam, 6 to 15 percent slopes, eroded|0|6e|0.0000|767562
GA015|423D3b|Gwinnett sandy clay loam, 6 to 15 percent slopes, eroded||4e|0.0000|2554447
GA015|428C|Rion sandy loam, 6 to 10 percent slopes||3e|0.0000|2554367
GA015|428C2|Louisburg-Wedowee complex, 2 to 10 percent slopes|0|3e|0.0000|767200
GA015|428C2|Louisburg-Wedowee complex, 2 to 10 percent slopes|0|3e|0.0000|767563
GA015|428C2b|Louisburg-Wedowee complex, 2 to 10 percent slopes||3e|0.0000|2554449
GA015|428D|Rion sandy loam, 10 to 15 percent slopes||4e|0.0000|2554368
GA015|428D2|Louisburg-Wedowee complex, 10 to 25 percent slopes|0|6e|0.0000|767201
GA015|428D2|Louisburg-Wedowee complex, 10 to 25 percent slopes|0|6e|0.0000|767564
GA015|428D2b|Louisburg-Wedowee complex, 10 to 25 percent slopes||4e|0.0000|2554450
GA015|428E|Rion sandy loam, 15 to 25 percent slopes||6e|0.0000|2554369
GA015|429C1|Louisburg stony sandy loam, 2 to 10 percent slopes|0|6s|0.0000|767202
GA015|429C1|Louisburg stony sandy loam, 2 to 10 percent slopes|0|6s|0.0000|767565
GA015|429D1|Louisburg stony sandy loam, 10 to 45 percent slopes|0|6s|0.0000|767203
GA015|429D1|Louisburg stony sandy loam, 10 to 45 percent slopes|0|6s|0.0000|767566
GA015|430B|Pacolet sandy loam, 2 to 6 percent slopes, moderately eroded||3e|0.0000|2554353
GA015|430B2|Madison gravelly sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767206
GA015|430B2|Madison gravelly sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767569
GA015|430C|Pacolet sandy loam, 6 to 10 percent slopes, moderately eroded||4e|0.0000|2554354
GA015|430C2|Madison gravelly sandy loam, 6 to 10 percent slopes|0|3e|0.0000|767207
GA015|430C2|Madison gravelly sandy loam, 6 to 10 percent slopes|0|3e|0.0000|767570
GA015|430C2b|Madison gravelly sandy loam, 6 to 10 percent slopes||3e|0.0000|2554427
GA015|430D|Pacolet sandy loam , 10 to 15 percent slopes, moderately eroded||6e|0.0000|2554355
GA015|430D1|Madison gravelly sandy loam, 10 to 15 percent slopes|0|4e|0.0000|767208
GA015|430D1|Madison gravelly sandy loam, 10 to 15 percent slopes|0|4e|0.0000|767571
GA015|430D1b|Madison gravelly sandy loam, 10 to 15 percent slopes||6e|0.0000|2554428
GA015|430E1|Madison gravelly sandy loam, 15 to 35 percent slopes|0|7e|0.0000|767209
GA015|430E1|Madison gravelly sandy loam, 15 to 35 percent slopes|0|7e|0.0000|767572
GA015|430E1b|Madison gravelly sandy loam, 15 to 35 percent slopes||6s|0.0000|2554437
GA015|432C3|Madison gravelly sandy clay loam, 2 to 10 percent slopes, eroded|0|4e|0.0000|767210
GA015|432C3|Madison gravelly sandy clay loam, 2 to 10 percent slopes, eroded|0|4e|0.0000|767573
GA015|432D3|Madison gravelly sandy clay loam, 10 to 15 percent slopes, eroded|0|6e|0.0000|767211
GA015|432D3|Madison gravelly sandy clay loam, 10 to 15 percent slopes, eroded|0|6e|0.0000|767574
GA015|432D3b|Madison gravelly sandy clay loam, 10 to 15 percent slopes, eroded||6e|0.0000|2554429
GA015|432E3|Madison gravelly sandy clay loam, 15 to 25 percent slopes, eroded|0|7e|0.0000|767212
GA015|432E3|Madison gravelly sandy clay loam, 15 to 25 percent slopes, eroded|0|7e|0.0000|767575
GA015|436B|Lloyd-Agricola-Musella complex, 2 to 6 percent slopes, moderately eroded||4e|0.0000|2554332
GA015|436C|Lloyd-Agricola-Musella complex, 6 to 10 percent slopes, moderately eroded||4e|0.0000|2554333
GA015|436C3|Musella gravelly clay loam, 6 to 10 percent slopes|0|6e|0.0000|767213
GA015|436C3|Musella gravelly clay loam, 6 to 10 percent slopes|0|6e|0.0000|767576
GA015|436D|Lloyd-Agricola-Musella complex, 10 to 15 percent slopes, moderately eroded||6e|0.0000|2554334
GA015|436D3|Musella stony clay loam, 10 to 25 percent slopes|0|7e|0.0000|767214
GA015|436D3|Musella stony clay loam, 10 to 25 percent slopes|0|7e|0.0000|767577
GA015|436E|Agricola-Lloyd-Musella complex, 15 to 25 percent slopes, moderately eroded||6e|0.0000|2554251
GA015|444B|Wickham sandy loam, 2 to 6 percent slopes||2e|0.0000|2554405
GA015|444B2|Wickham fine sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767215
GA015|444B2|Wickham fine sandy loam, 2 to 6 percent slopes|0|2e|0.0000|767578
GA015|444B2b|Wickham fine sandy loam, 2 to 6 percent slopes||2w|0.0000|2554453
GA015|444C|Wickham sandy loam, 6 to 10 percent slopes||3e|0.0000|2554406
GA015|444C2|Wickham fine sandy loam, 6 to 10 percent slopes|0|3e|0.0000|767216
GA015|444C2|Wickham fine sandy loam, 6 to 10 percent slopes|0|3e|0.0000|767579
GA015|444D2|Wickham fine sandy loam, 10 to 15 percent slopes|0|4e|0.0000|767217
GA015|444D2|Wickham fine sandy loam, 10 to 15 percent slopes|0|4e|0.0000|767580
GA015|446C2|Wilkes sandy loam, 6 to 10 percent slopes|0|6e|0.0000|767218
GA015|446C2|Wilkes sandy loam, 6 to 10 percent slopes|0|6e|0.0000|767581
GA015|446D2|Wilkes sandy loam, 10 to 15 percent slopes|0|6e|0.0000|767219
GA015|446D2|Wilkes sandy loam, 10 to 15 percent slopes|0|6e|0.0000|767582
GA015|447C|Poindexter-Wilkes-Wynott complex, 6 to 10 percent slopes, stony||3e|0.0000|2554365
GA015|447D|Poindexter-Wilkes-Wynott complex, 10 to 15 percent slopes, stony||4e|0.0000|2554366
GA015|447D1|Wilkes stony sandy loam, 10 to 25 percent slopes|0|7s|0.0000|767220
GA015|447D1|Wilkes stony sandy loam, 10 to 25 percent slopes|0|7s|0.0000|767583
GA015|447E|Poindexter-Wilkes-Rowan complex, 15 to 25 percent slopes, stony||6e|0.0000|2554364
GA015|447F|Poindexter-Wilkes complex, 25 to 60 percent slopes, stony||7s|0.0000|2554363
GA015|447F1|Wilkes stony sandy loam, 25 to 60 percent slopes|0|7s|0.0000|767221
GA015|447F1|Wilkes stony sandy loam, 25 to 60 percent slopes|0|7s|0.0000|767584
GA015|463C2|Wedowee sandy loam, 2 to 10 percent slopes|0|3e|0.0000|767222
GA015|463C2|Wedowee sandy loam, 2 to 10 percent slopes|0|3e|0.0000|767585
GA015|463D2|Wedowee sandy loam, 10 to 15 percent slopes|0|4e|0.0000|767223
GA015|463D2|Wedowee sandy loam, 10 to 15 percent slopes|0|4e|0.0000|767586
GA015|463E2|Wedowee sandy loam, 15 to 25 percent slopes|0|6e|0.0000|767224
GA015|463E2|Wedowee sandy loam, 15 to 25 percent slopes|0|6e|0.0000|767587
GA015|470A1|Riverview fine sandy loam|0|2w|0.0000|767226
GA015|470A1|Riverview fine sandy loam|0|2w|0.0000|767589
GA015|479|Pacolet-Udorthents complex, 10 to 25 percent slopes|0||4E-06|767227
GA015|479|Pacolet-Udorthents complex, 10 to 25 percent slopes|0||4E-06|2482861
GA015|489A|Cartecay sandy loam, 0 to 3 percent slopes, occasionally flooded||3w|0.0000|2554279
GA015|580A|Craigsville gravelly sandy loam, 0 to 5 percent slopes, occasionally flooded||3s|0.0000|2554282
GA015|AaE2|Agricola-Lloyd-Musella complex, 15 to 25 percent slopes, moderately eroded|466|6e|0.0000|1611810
GA015|AbB|Allen loam, 2 to 6 percent slopes|182|2e|0.0000|2483773
GA015|AbC|Allen loam, 6 to 10 percent slopes|374|3e|0.0000|2483781
GA015|AbD|Allen loam, 10 to 15 percent slopes|452|4e|0.0000|2483782
GA015|AbE|Allen loam, 15 to 30 percent slopes|622|6e|0.0000|2483786
GA015|AcD|Allen-Urban land complex, 0 to 15 percent slopes|40||4.11764705882353E-06|2554230
GA015|AdA|Altavista sandy loam, 0 to 2 percent slopes, rarely flooded|72|2w|0.0000|1611183
GA015|AdB|Altavista sandy loam, 2 to 6 percent slopes|39|2e|0.0000|1611188
GA015|AnB|Anniston sandy loam, 2 to 6 percent slopes|114|2e|0.0000|1611189
GA015|AnC|Anniston sandy loam, 6 to 10 percent slopes|321|3e|0.0000|1611190
GA015|AnD|Anniston sandy loam, 10 to 15 percent slopes|433|4e|0.0000|884413
GA015|AnE|Anniston sandy loam, 15 to 30 percent slopes|389|6e|0.0000|1611191
GA015|AoD|Anniston-Urban land complex, 0 to 15 percent slopes|175||3.5E-06|2554231
GA015|ApB|Appling sandy loam, 2 to 6 percent slopes|134|2e|0.0000|2421686
GA015|ApB|Appling sandy loam, 2 to 6 percent slopes|134|2e|0.0000|2893465
GA015|ApC|Appling sandy loam, 6 to 10 percent slopes|156|3e|0.0000|2421687
GA015|ApC|Appling sandy loam, 6 to 10 percent slopes|156|3e|0.0000|2893438
GA015|ArB|Aragon sandy loam, 2 to 6 percent slopes|3830|2e|0.0000|884419
GA015|ArC|Aragon sandy loam, 6 to 10 percent slopes|5155|3e|0.0000|1611204
GA015|ArD|Aragon sandy loam, 10 to 15 percent slopes|2099|4e|0.0000|1611205
GA015|ArE|Aragon sandy loam, 15 to 30 percent slopes|148|6e|0.0000|1611206
GA015|AsD|Aragon-Urban land complex, 0 to 15 percent slopes|368||3.5E-06|2554232
GA015|AuA|Arkaqua loam, 0 to 2 percent slopes, occasionally flooded|954|3w|0.0000|1611209
GA015|B.P.|Pits, gravel|0||99.0000|767285
GA015|B.P.|Pits, gravel|0||99.0000|767648
GA015|BdA|Bloomingdale silt loam, 0 to 2 percent slopes, occasionally flooded|2623|4w|0.0000|1611791
GA015|BnA|Bloomingdale-Urban land complex, 0 to 2 percent slopes, occasionally flooded|124||3.5E-06|2554233
GA015|BrB|Braswell sandy loam, 2 to 6 percent slopes|53|2e|0.0000|1611724
GA015|CaA|Capshaw silty clay loam, 0 to 2 percent slopes|2188|2w|0.0000|1611948
GA015|CaB|Capshaw silty clay loam, 2 to 6 percent slopes|422|2w|0.0000|1611949
GA015|CbB|Capshaw-Urban land complex, 0 to 6 percent slopes|215||3.68421052631579E-06|2554234
GA015|CcA|Cartecay sandy loam, 0 to 3 percent slopes, occasionally flooded|686|3w|0.0000|2478613
GA015|CeG|Cataska channery loam, 45 to 70 percent slopes, very rocky|1267|7s|99.0000|1611217
GA015|CfA|Cedarbluff loam, 0 to 2 percent slopes, occasionally flooded|1419|3w|0.0000|1611234
GA015|CgA|Craigsville gravelly sandy loam, 0 to 5 percent slopes, occasionally flooded|150|3s|0.0000|2481373
GA015|CnB|Cunningham silt loam, 2 to 6 percent slopes|5794|2e|0.0000|1611266
GA015|CnC|Cunningham silt loam, 6 to 10 percent slopes|3834|2e|0.0000|1611267
GA015|CnD|Cunningham silt loam, 10 to 15 percent slopes|1882|4e|0.0000|1611269
GA015|CnE|Cunningham silt loam, 15 to 30 percent slopes|929|6e|0.0000|1611279
GA015|CuB2|Cunningham silty clay loam, 2 to 6 percent slopes, moderately eroded|204|3e|0.0000|1611281
GA015|CuC2|Cunningham silty clay loam, 6 to 10 percent slopes, moderately eroded|484|4e|0.0000|1611283
GA015|CuD2|Cunningham silty clay loam, 10 to 15 percent slopes, moderately eroded|1092|6e|0.0000|1611286
GA015|CxD|Cunningham-Urban land complex, 0 to 15 percent slopes|421||3.68421052631579E-06|2554235
GA015|DaB|Decatur loam, 2 to 6 percent slopes|5044|2e|0.0000|1611676
GA015|DaB|Decatur loam, 2 to 6 percent slopes|5044|2e|0.0000|2915114
GA015|DaC|Decatur loam, 6 to 10 percent slopes|3972|3e|0.0000|1611677
GA015|DaC|Decatur loam, 6 to 10 percent slopes|3972|3e|0.0000|2915118
GA015|DaD|Decatur loam, 10 to 15 percent slopes|3619|4e|0.0000|884417
GA015|DaE|Decatur loam, 15 to 25 percent slopes|1889|6e|0.0000|1611679
GA015|DAM|Dam|44||99.0000|2481894
GA015|DbD|Decatur-Urban land complex, 0 to 15 percent slopes|627||3.68421052631579E-06|2554236
GA015|DbE|Decatur-Urban land complex, 15 to 30 percent slopes|198||3.5E-06|2554237
GA015|DdB|Dillard loam, 2 to 6 percent slopes, rarely flooded|579|2w|0.0000|1611695
GA015|DmC|Ditney-Maymead complex, 6 to 10 percent slopes, stony|168|3e|0.0000|2478720
GA015|DmD|Ditney-Maymead complex, 10 to 15 percent slopes, stony|791|3e|0.0000|1611734
GA015|DmE|Ditney-Maymead complex, 15 to 30 percent slopes, stony|2657|4e|0.0000|1611735
